date,atom_price,atom_norm,account_value,account_norm,value,value_norm
2025-07-03,4.18,0.5040650406504064,9727,0.10385594175820635,1909543288,0.49831019537140764
2025-07-02,3.93,0.4024390243902439,9031,0.08143542827690622,1795261624,0.386839878638372
2025-07-01,4.1,0.47154471544715426,10017,0.11319782237541474,1872290297,0.4619736339259694
2025-06-30,4.22,0.5203252032520324,11409,0.15803884933801501,1926443836,0.5147949871794957
2025-06-29,4.0,0.4308943089430894,9473,0.09567374287278936,1825401084,0.4162379030875317
2025-06-28,3.92,0.39837398373983735,7415,0.02937860387204845,1788293063,0.380042745356838
2025-06-27,3.9,0.3902439024390243,8865,0.07608800695809038,1778568995,0.37055789098953046
2025-06-26,4.01,0.4349593495934958,7590,0.035015945623812134,1828114949,0.4188850065731854
2025-06-25,4.08,0.46341463414634143,10429,0.1264697355281384,1859398264,0.4493987470058529
2025-06-24,4.08,0.46341463414634143,10062,0.11464742454015397,1858770567,0.4487864914527453
2025-06-23,3.72,0.3170731707317074,8342,0.059240408465676644,1694188231,0.2882529073199233
2025-06-22,3.78,0.3414634146341462,7973,0.04735367071481494,1720930922,0.31433772383137787
2025-06-21,3.93,0.4024390243902439,7130,0.020197790162033307,1788603139,0.380345193437497
2025-06-20,4.04,0.4471544715447154,7070,0.018264987275714333,1838055706,0.42858121935633264
2025-06-19,4.01,0.4349593495934958,7681,0.03794736333472925,1823865310,0.4147399093742939
2025-06-18,4.03,0.44308943089430897,8172,0.05376413362110621,1832263947,0.42293193855682126
2025-06-17,4.11,0.47560975609756106,8313,0.058306220403955805,1868005251,0.45779400074495774
2025-06-16,4.09,0.46747967479674785,8914,0.07766646264858422,1858286943,0.4483147646807262
2025-06-15,4.09,0.46747967479674785,7185,0.02196952614115904,1857659025,0.447702293564254
2025-06-14,4.13,0.4837398373983739,6503,0.0,1875179662,0.4647919200834701
2025-06-13,4.13,0.4837398373983739,7256,0.02425667622330316,1874558805,0.4641863362652653
2025-06-12,4.5,0.6341463414634145,7349,0.027252520697097573,2041807144,0.6273203392966188
2025-06-11,4.6,0.6747967479674795,9181,0.08626743549270367,2086484277,0.6708984076579086
2025-06-10,4.44,0.6097560975609757,12170,0.18255323261282738,2013217063,0.5994335788755144
2025-06-09,4.27,0.5406504065040648,10507,0.12898237928035305,1935495475,0.5236239544080714
2025-06-08,4.31,0.5569105691056908,8529,0.06526431079470411,1952953680,0.5406526847645026
2025-06-07,4.18,0.5040650406504064,9616,0.10028025641851625,1893422778,0.48258625250338927
2025-06-06,4.09,0.46747967479674785,9581,0.09915278806816351,1852031368,0.44221307782921815
2025-06-05,4.28,0.5447154471544716,10128,0.11677350771510485,1937414134,0.5254954140888886
2025-06-04,4.42,0.6016260162601625,10343,0.12369938472441452,2000113535,0.586652399766325
2025-06-03,4.47,0.6219512195121949,11785,0.17015108075894728,2022056741,0.6080557993786919
2025-06-02,4.37,0.5813008130081301,12192,0.18326192700447766,1976154233,0.5632825004389714
2025-06-01,4.35,0.5731707317073168,14549,0.2591888670553748,1966433091,0.5538005000915944
2025-05-31,4.3,0.5528455284552845,11806,0.17082756176915892,1943188787,0.531128009698744
2025-05-30,4.62,0.6829268292682926,9363,0.0921302709145379,2087093528,0.6714926709855752
2025-05-29,4.84,0.7723577235772356,10217,0.11964049866314468,2181487834,0.7635648619156539
2025-05-28,4.74,0.7317073170731707,10472,0.12785491093000032,2136415771,0.7196015788957169
2025-05-27,4.77,0.74390243902439,12738,0.20085043326998034,2149937390,0.7327905638992379
2025-05-26,4.79,0.7520325203252032,11334,0.15562284573011628,2158951802,0.7415832199179855
2025-05-25,4.72,0.7235772357723576,10410,0.12585768128080405,2127401358,0.7108089219015695
2025-05-24,4.8,0.7560975609756095,8780,0.07334986953580518,2163459008,0.7459795479273592
2025-05-23,5.2,0.9186991869918698,10712,0.13558612247527624,2343582719,0.9216721867421018
2025-05-22,4.99,0.8333333333333333,13240,0.21702155075218246,2248164964,0.8286017238216005
2025-05-21,4.85,0.776422764227642,11865,0.17272815127403923,2184369535,0.7663756726087839
2025-05-20,4.79,0.7520325203252032,10066,0.11477627806590858,2156604674,0.7392938316433014
2025-05-19,4.96,0.8211382113821137,10199,0.11906065779724898,2232391294,0.8132160886339436
2025-05-18,4.72,0.7235772357723576,11173,0.1504364913184937,2123670605,0.7071699460238406
2025-05-17,4.82,0.7642276422764228,8748,0.07231904132976838,2167931130,0.7503416550087609
2025-05-16,4.86,0.7804878048780488,9259,0.08878007924491833,2185184803,0.7671708848852022
2025-05-15,5.09,0.8739837398373982,14326,0.25200528299455593,2287837699,0.867298503176474
2025-05-14,5.28,0.9512195121951219,14792,0.2670167187449667,2371622123,0.9490218169057434
2025-05-13,5.22,0.9268292682926826,17023,0.33888477273459394,2344671872,0.9227345464035847
2025-05-12,5.31,0.9634146341463412,15165,0.27903231002158296,2384309093,0.9613966854085552
2025-05-11,5.4,1.0,16646,0.326740327932223,2423886006,1.0
2025-05-10,4.98,0.8292682926829269,19366,0.41436072544535,2234623018,0.8153929118655402
2025-05-09,4.54,0.6504065040650405,16177,0.3116322520374964,2036498731,0.6221425141079712
2025-05-08,4.16,0.4959349593495935,15689,0.29591212189543536,1865400286,0.4552531183018348
2025-05-07,4.11,0.47560975609756106,12259,0.18542022356086718,1842361746,0.43278133008157654
